Date,DeviceCategory,Source,UserType,Sessions
20180225,mobile,(direct),Returning Visitor,4
20180225,mobile,google,New Visitor,47
20180225,mobile,google,Returning Visitor,6
20180225,tablet,(direct),New Visitor,1
20180225,tablet,google,New Visitor,3
20180226,desktop,(direct),New Visitor,1
20180226,desktop,bing,New Visitor,1
20180226,desktop,es.search.yahoo.com,New Visitor,1
20180226,desktop,google,New Visitor,40
20180226,desktop,google,Returning Visitor,3
20180226,mobile,(direct),New Visitor,14
20180226,mobile,(direct),Returning Visitor,6
20180226,mobile,google,New Visitor,37
20180226,mobile,google,Returning Visitor,8
20180226,tablet,(direct),New Visitor,1
20180226,tablet,(direct),Returning Visitor,1
20180226,tablet,google,New Visitor,5
20180227,desktop,(direct),New Visitor,2
20180227,desktop,(direct),Returning Visitor,2
20180227,desktop,bing,New Visitor,2
20180227,desktop,google,New Visitor,30
20180227,desktop,google,Returning Visitor,4
20180227,mobile,(direct),New Visitor,11
20180227,mobile,(direct),Returning Visitor,2
20180227,mobile,google,New Visitor,40
20180227,mobile,google,Returning Visitor,4
20180227,tablet,(direct),New Visitor,1
20180227,tablet,google,New Visitor,4
20180228,desktop,(direct),New Visitor,1
20180228,desktop,bing,New Visitor,1
20180228,desktop,google,New Visitor,37
20180228,desktop,google,Returning Visitor,1
20180228,mobile,(direct),New Visitor,10
20180228,mobile,(direct),Returning Visitor,3
20180228,mobile,google,New Visitor,51
20180228,mobile,google,Returning Visitor,8
20180228,tablet,google,Returning Visitor,2
20180301,desktop,bing,New Visitor,3
20180301,desktop,bing,Returning Visitor,1
20180301,desktop,google,New Visitor,28
20180301,desktop,google,Returning Visitor,3
20180301,mobile,(direct),New Visitor,10
20180301,mobile,(direct),Returning Visitor,2
20180301,mobile,google,New Visitor,42
20180301,mobile,google,Returning Visitor,8
20180301,tablet,(direct),New Visitor,1
20180301,tablet,google,New Visitor,3
20180302,desktop,(direct),New Visitor,3
20180302,desktop,bing,New Visitor,1
20180302,desktop,bing,Returning Visitor,1
20180302,desktop,google,New Visitor,34
20180302,desktop,google,Returning Visitor,5
20180302,mobile,(direct),New Visitor,8
20180302,mobile,(direct),Returning Visitor,5
20180302,mobile,google,New Visitor,51
20180302,mobile,google,Returning Visitor,9
20180302,tablet,(direct),Returning Visitor,1
20180302,tablet,bing,New Visitor,1
20180302,tablet,google,New Visitor,2
20180303,desktop,(direct),New Visitor,3
20180303,desktop,(direct),Returning Visitor,1
20180303,desktop,bing,New Visitor,1
20180303,desktop,bing,Returning Visitor,1
20180303,desktop,google,New Visitor,17
20180303,desktop,google,Returning Visitor,2
20180303,mobile,(direct),New Visitor,9
20180303,mobile,(direct),Returning Visitor,3
20180303,mobile,google,New Visitor,50
20180303,mobile,google,Returning Visitor,8
20180303,tablet,google,New Visitor,6
20180303,tablet,google,Returning Visitor,3
20180304,desktop,google,New Visitor,29
20180304,mobile,(direct),New Visitor,9
20180304,mobile,(direct),Returning Visitor,4
20180304,mobile,google,New Visitor,56
20180304,mobile,google,Returning Visitor,7
20180304,tablet,google,New Visitor,6
20180304,tablet,google,Returning Visitor,2
20180305,desktop,(direct),New Visitor,2
20180305,desktop,google,New Visitor,31
20180305,desktop,google,Returning Visitor,3
20180305,mobile,(direct),New Visitor,8
20180305,mobile,(direct),Returning Visitor,1
20180305,mobile,google,New Visitor,41
20180305,mobile,google,Returning Visitor,10
20180305,tablet,(direct),New Visitor,1
20180305,tablet,google,New Visitor,13
20180306,desktop,(direct),New Visitor,1
20180306,desktop,bing,New Visitor,1
20180306,desktop,duckduckgo.com,New Visitor,1
20180306,desktop,es.search.yahoo.com,New Visitor,1
20180306,desktop,google,New Visitor,37
20180306,desktop,google,Returning Visitor,5
20180306,mobile,(direct),New Visitor,4
20180306,mobile,(direct),Returning Visitor,1
20180306,mobile,google,New Visitor,35
20180306,mobile,google,Returning Visitor,6
20180306,tablet,google,New Visitor,4
20180306,tablet,google,Returning Visitor,5
20180307,desktop,(direct),New Visitor,2
20180307,desktop,(direct),Returning Visitor,1
20180307,desktop,google,New Visitor,10
20180307,desktop,google,Returning Visitor,1
20180307,mobile,(direct),New Visitor,4
20180307,mobile,google,New Visitor,16
20180307,mobile,google,Returning Visitor,2
20180307,tablet,google,New Visitor,1
20180816,desktop,resell-seo-services.com,New Visitor,20
20180817,desktop,auto-seo-service.com,New Visitor,38
20180817,desktop,auto-seo-service.com,Returning Visitor,1
20180827,desktop,auto-seo-service.org,New Visitor,50
20180828,desktop,autoseo-service.org,New Visitor,28
20180828,desktop,autoseo-service.org,Returning Visitor,1
20180831,desktop,autoseoservice.org,New Visitor,43
20180831,desktop,autoseoservice.org,Returning Visitor,1
20181003,desktop,(direct),New Visitor,4
20181003,desktop,(direct),Returning Visitor,4
20181003,mobile,(direct),New Visitor,5
20181003,mobile,(direct),Returning Visitor,6
20181003,mobile,lm.facebook.com,New Visitor,1
20181003,mobile,m.facebook.com,New Visitor,12
20181004,desktop,(direct),Returning Visitor,3
20181004,desktop,facebook.com,New Visitor,1
20181004,mobile,(direct),New Visitor,6
20181004,mobile,(direct),Returning Visitor,9
20181004,mobile,m.facebook.com,New Visitor,26
20181004,mobile,m.facebook.com,Returning Visitor,1
20181004,tablet,m.facebook.com,New Visitor,1
20181005,desktop,(direct),Returning Visitor,1
20181005,desktop,ecosia.org,New Visitor,1
20181005,desktop,facebook.com,New Visitor,1
20181005,mobile,(direct),New Visitor,7
20181005,mobile,(direct),Returning Visitor,2
20181005,mobile,google,New Visitor,1
20181005,mobile,m.facebook.com,New Visitor,16
20181005,tablet,(direct),New Visitor,1
20181005,tablet,m.facebook.com,New Visitor,1
20181006,desktop,(direct),New Visitor,1
20181006,desktop,es.search.yahoo.com,New Visitor,1
20181006,desktop,facebook.com,New Visitor,2
20181006,mobile,(direct),New Visitor,2
20181006,mobile,(direct),Returning Visitor,3
20181006,mobile,m.facebook.com,New Visitor,22
20181006,mobile,m.facebook.com,Returning Visitor,1
20181006,tablet,m.facebook.com,New Visitor,1
20181007,desktop,(direct),New Visitor,2
20181007,desktop,facebook.com,New Visitor,2
20181007,mobile,(direct),New Visitor,4
20181007,mobile,(direct),Returning Visitor,8
20181007,mobile,l.facebook.com,New Visitor,1
20181007,mobile,lm.facebook.com,New Visitor,2
20181007,mobile,m.facebook.com,New Visitor,20
20181007,mobile,m.facebook.com,Returning Visitor,1
20181007,tablet,m.facebook.com,New Visitor,3
20181008,desktop,(direct),New Visitor,5
20181008,desktop,google,New Visitor,1
20181008,mobile,(direct),New Visitor,6
20181008,mobile,(direct),Returning Visitor,4
20181008,mobile,google,Returning Visitor,1
20181008,mobile,lm.facebook.com,New Visitor,1
20181008,mobile,m.facebook.com,New Visitor,19
20181008,mobile,m.facebook.com,Returning Visitor,2
20181009,desktop,(direct),New Visitor,1
20181009,desktop,datos.gob.es,Returning Visitor,1
20181009,desktop,facebook.com,New Visitor,1
20181009,desktop,google,New Visitor,1
20181009,mobile,(direct),New Visitor,3
20181009,mobile,(direct),Returning Visitor,2
20181009,mobile,m.facebook.com,New Visitor,15
20181009,mobile,m.facebook.com,Returning Visitor,2
20181009,tablet,(direct),New Visitor,2
20181009,tablet,m.facebook.com,New Visitor,2
20181010,desktop,facebook.com,New Visitor,1
20181010,desktop,google,New Visitor,1
20181010,mobile,(direct),New Visitor,3
20181010,mobile,(direct),Returning Visitor,1
20181010,mobile,google,New Visitor,2
20181010,mobile,l.facebook.com,New Visitor,1
20181010,mobile,m.facebook.com,New Visitor,6
20181010,mobile,m.facebook.com,Returning Visitor,1
20181010,tablet,(direct),New Visitor,1
20181011,desktop,google,New Visitor,3
20181011,mobile,(direct),New Visitor,1
20181011,mobile,(direct),Returning Visitor,1
20181011,mobile,google,New Visitor,2
20181011,mobile,m.facebook.com,New Visitor,1
20181011,tablet,bing,New Visitor,1
20181011,tablet,google,New Visitor,1
20181012,desktop,google,New Visitor,2
20181012,desktop,yahoo,New Visitor,1
20181012,mobile,(direct),New Visitor,2
20181012,mobile,google,New Visitor,2
20181013,desktop,(direct),New Visitor,1
20181013,desktop,google,New Visitor,1
20181013,mobile,(direct),New Visitor,1
20181013,mobile,google,New Visitor,1
20181013,mobile,m.facebook.com,New Visitor,1
20181014,desktop,yahoo,Returning Visitor,1
20181014,mobile,google,New Visitor,3
20181015,desktop,bing,New Visitor,1
20181015,desktop,google,New Visitor,1
20181015,mobile,google,New Visitor,1
20181015,mobile,m.facebook.com,New Visitor,1
20181016,desktop,google,New Visitor,1
20181016,mobile,google,New Visitor,1
20181017,desktop,(direct),New Visitor,2
20181017,desktop,ecosia.org,New Visitor,1
20181017,mobile,(direct),Returning Visitor,1
20181017,mobile,google,New Visitor,3
20181018,desktop,bing,New Visitor,1
20181018,desktop,google,New Visitor,3
20181018,mobile,(direct),New Visitor,1
20181020,desktop,(direct),New Visitor,1
20181020,mobile,(direct),New Visitor,1
20181021,tablet,google,New Visitor,1
20181022,mobile,m.facebook.com,New Visitor,1
20181022,mobile,yahoo,New Visitor,1
20181024,desktop,(direct),New Visitor,1
20181024,desktop,google,New Visitor,1
20181025,desktop,google,New Visitor,1
20181025,mobile,(direct),New Visitor,1
20181025,tablet,google,New Visitor,1
20181026,desktop,(direct),New Visitor,2
20181027,desktop,(direct),New Visitor,1
20181027,desktop,google,New Visitor,2
20181027,tablet,bing,New Visitor,1
20181028,desktop,bing,New Visitor,1
20181028,desktop,google,New Visitor,1
20181028,mobile,qwant.com,New Visitor,1
20181029,desktop,google,New Visitor,1
20181029,mobile,r.duckduckgo.com,New Visitor,1
20181029,tablet,(direct),New Visitor,1
20181030,desktop,google,New Visitor,2
20181030,mobile,google,New Visitor,1
20181030,tablet,google,New Visitor,1
20181031,desktop,(direct),New Visitor,2
20181031,desktop,google,New Visitor,2
20181031,mobile,google,New Visitor,1
20181102,desktop,google,New Visitor,1
20181102,mobile,(direct),New Visitor,1
20181102,mobile,(direct),Returning Visitor,1
20181103,desktop,google,New Visitor,1
20181105,desktop,(direct),New Visitor,2
20181105,desktop,(direct),Returning Visitor,1
20181105,desktop,duckduckgo.com,New Visitor,1
20181105,desktop,google,New Visitor,2
20181106,desktop,(direct),New Visitor,1
20181106,desktop,google,New Visitor,1
20181108,mobile,google,New Visitor,1
20181109,desktop,bing,New Visitor,1
20181109,mobile,google,New Visitor,1
20181111,desktop,(direct),New Visitor,1
20181112,desktop,datos.gob.es,New Visitor,1
20181113,desktop,(direct),New Visitor,1
20181113,desktop,google,New Visitor,1
20181114,mobile,yahoo,New Visitor,1
20181115,desktop,(direct),New Visitor,1
20181115,mobile,(direct),New Visitor,1
20181115,mobile,m.facebook.com,New Visitor,1
20181115,mobile,t.co,New Visitor,1
20181116,desktop,(direct),New Visitor,2
20181116,mobile,google,Returning Visitor,1
20181117,desktop,(direct),New Visitor,1
20181117,desktop,google,New Visitor,1
20181118,mobile,(direct),Returning Visitor,1
20181119,desktop,(direct),New Visitor,1
20181119,desktop,google,Returning Visitor,1
20181119,tablet,bing,New Visitor,1
20181120,desktop,google,New Visitor,1
20181120,desktop,google,Returning Visitor,1
20181122,desktop,google,New Visitor,1
20181123,desktop,(direct),New Visitor,1
20181124,desktop,(direct),New Visitor,2
20181124,desktop,de.search.yahoo.com,New Visitor,1
20181124,desktop,google,New Visitor,1
20181125,desktop,es.search.yahoo.com,New Visitor,1
20181125,tablet,(direct),New Visitor,1
20181125,tablet,google,New Visitor,1
20181126,desktop,google,New Visitor,1
20181126,tablet,google,New Visitor,1
20181127,desktop,(direct),New Visitor,1
20181128,mobile,google,New Visitor,1
20181129,desktop,(direct),New Visitor,3
20181130,desktop,(direct),New Visitor,2
20181130,desktop,duckduckgo.com,New Visitor,1
20181130,desktop,facebook.com,Returning Visitor,1
20181130,desktop,google,New Visitor,1
20181130,mobile,(direct),New Visitor,1
20181130,mobile,bing,New Visitor,1
20181130,mobile,m.facebook.com,New Visitor,2
20181201,desktop,facebook.com,New Visitor,1
20181201,mobile,m.facebook.com,New Visitor,2
20181202,desktop,(direct),New Visitor,1
20181202,mobile,google,New Visitor,1
20181203,desktop,(direct),New Visitor,2
20181203,mobile,m.facebook.com,New Visitor,1
20181204,desktop,(direct),New Visitor,2
20181206,mobile,google,New Visitor,1
20181206,tablet,google,New Visitor,1
20181207,desktop,bing,New Visitor,1
20181207,mobile,google,New Visitor,1
20181208,desktop,duckduckgo.com,New Visitor,1
20181209,desktop,(direct),New Visitor,1
20181209,desktop,(direct),Returning Visitor,1
20181209,mobile,(direct),New Visitor,1
20181210,desktop,(direct),New Visitor,1
20181213,tablet,(direct),Returning Visitor,1
20181215,mobile,google,New Visitor,1
20181215,tablet,bing,New Visitor,1
20181217,desktop,(direct),New Visitor,2
20181218,mobile,(direct),New Visitor,1
20181219,desktop,(direct),New Visitor,1
20181219,desktop,google,New Visitor,1
20181219,mobile,google,New Visitor,1
20181220,desktop,(direct),New Visitor,1
20181221,mobile,bing,New Visitor,1
20181221,mobile,google,New Visitor,1
20181223,desktop,(direct),New Visitor,1
20181223,desktop,facebook.com,New Visitor,1
20181224,desktop,(direct),New Visitor,1
20181224,desktop,qwant.com,New Visitor,1
20181224,desktop,youcare.world,New Visitor,1
20181225,desktop,dailyseo.xyz,New Visitor,6
20181225,desktop,facebook.com,New Visitor,1
20181225,desktop,google,New Visitor,1
20181225,mobile,(direct),New Visitor,1
20181225,mobile,google,New Visitor,1
20181225,mobile,m.facebook.com,New Visitor,1
20181226,mobile,duckduckgo.com,New Visitor,1
20181227,desktop,es.search.yahoo.com,New Visitor,1
20181228,desktop,es.search.yahoo.com,New Visitor,1
20181228,tablet,google,New Visitor,1
20181229,desktop,(direct),New Visitor,1
20181229,desktop,es.search.yahoo.com,New Visitor,1
20181229,desktop,google,New Visitor,1
20181229,mobile,google,New Visitor,1
20181230,desktop,(direct),Returning Visitor,1
20181230,mobile,bing,New Visitor,1
20181231,mobile,google,New Visitor,2
20190101,desktop,t.co,New Visitor,1
20190101,mobile,google,New Visitor,2
20190102,desktop,(direct),New Visitor,2
20190102,desktop,google,New Visitor,1
20190102,mobile,google,New Visitor,3
20190103,desktop,google,New Visitor,1
20190103,mobile,google,New Visitor,1
20190104,desktop,(direct),New Visitor,1
20190104,desktop,t.co,New Visitor,1
20190104,mobile,google,New Visitor,1
20190105,desktop,google,New Visitor,1
20190105,mobile,google,New Visitor,1
20190107,desktop,(direct),New Visitor,3
20190107,desktop,bing,New Visitor,1
20190108,desktop,(direct),New Visitor,1
20190108,desktop,dailyseo.xyz,New Visitor,2
20190108,desktop,facebook.com,New Visitor,1
20190108,desktop,google,New Visitor,3
20190108,mobile,google,New Visitor,1
20190108,tablet,google,New Visitor,1
20190109,desktop,(direct),New Visitor,3
20190109,mobile,google,New Visitor,1
20190110,desktop,(direct),New Visitor,1
20190110,desktop,google,New Visitor,1
20190111,desktop,(direct),New Visitor,1
20190111,desktop,google,New Visitor,1
20190112,desktop,(direct),New Visitor,1
20190113,desktop,google,New Visitor,1
20190114,desktop,(direct),New Visitor,3
20190114,desktop,bing,New Visitor,1
20190114,desktop,es.search.yahoo.com,New Visitor,1
20190114,mobile,google,New Visitor,1
20190115,desktop,(direct),New Visitor,2
20190116,desktop,(direct),New Visitor,2
20190116,desktop,facebook.com,New Visitor,1
20190116,desktop,google,New Visitor,1
20190116,mobile,(direct),New Visitor,1
20190116,mobile,google,Returning Visitor,1
20190117,desktop,bing,New Visitor,1
20190117,desktop,es.search.yahoo.com,New Visitor,1
20190117,mobile,google,New Visitor,1
20190117,mobile,m.facebook.com,New Visitor,1
20190118,desktop,(direct),New Visitor,1
20190119,desktop,duckduckgo.com,New Visitor,1
20190119,mobile,google,New Visitor,2
20190119,mobile,m.facebook.com,New Visitor,1
20190120,desktop,(direct),New Visitor,1
20190120,mobile,google,New Visitor,1
20190121,desktop,(direct),New Visitor,1
20190121,desktop,google,New Visitor,1
20190122,desktop,(direct),New Visitor,1
20190122,desktop,google,New Visitor,1
20190122,tablet,(direct),New Visitor,1
20190123,desktop,(direct),New Visitor,1
20190123,desktop,(direct),Returning Visitor,1
20190123,desktop,es.search.yahoo.com,New Visitor,1
20190125,desktop,(direct),New Visitor,3
20190125,mobile,duckduckgo,New Visitor,1
20190125,mobile,yahoo,New Visitor,1
20190126,desktop,es.search.yahoo.com,New Visitor,1
20190128,desktop,bing,Returning Visitor,1
20190129,mobile,(direct),New Visitor,3
20190131,desktop,duckduckgo,New Visitor,1
20190201,desktop,(direct),New Visitor,1
20190202,mobile,ecosia.org,New Visitor,1
20190203,desktop,(direct),New Visitor,1
20190203,desktop,bing,New Visitor,1
20190203,mobile,(direct),New Visitor,1
20190205,desktop,bing,Returning Visitor,1
20190205,desktop,ecosia.org,New Visitor,1
20190207,mobile,ecosia.org,New Visitor,1
20190208,desktop,(direct),New Visitor,3
20190208,desktop,facebook.com,New Visitor,1
20190209,desktop,es.search.yahoo.com,New Visitor,1
20190211,desktop,(direct),New Visitor,1
20190212,desktop,bing,New Visitor,1
20190214,desktop,(direct),Returning Visitor,1
20190214,mobile,blog2019.top,New Visitor,4
20190215,desktop,(direct),New Visitor,1
20190215,tablet,(direct),New Visitor,1
20190217,desktop,(direct),New Visitor,1
20190218,desktop,(direct),New Visitor,1
20190218,desktop,bing,New Visitor,2
20190218,desktop,yahoo,New Visitor,1
20190219,mobile,(direct),New Visitor,1
20190220,desktop,(direct),New Visitor,2
20190220,desktop,(direct),Returning Visitor,1
20190220,desktop,es.search.yahoo.com,New Visitor,1
20190221,desktop,(direct),New Visitor,1
20190221,desktop,es.search.yahoo.com,Returning Visitor,1
20190222,desktop,(direct),New Visitor,3
20190222,desktop,duckduckgo,New Visitor,1
20190223,desktop,(direct),New Visitor,1
20190224,mobile,(direct),New Visitor,1
20190225,desktop,(direct),New Visitor,1
20190227,desktop,(direct),Returning Visitor,1
20190228,mobile,duckduckgo,Returning Visitor,1
20190228,tablet,(direct),New Visitor,1
20190301,desktop,espanol.search.yahoo.com,New Visitor,1
20190302,desktop,(direct),Returning Visitor,1
20190302,desktop,facebook.com,New Visitor,1
20190304,mobile,(direct),New Visitor,1
20190306,desktop,(direct),New Visitor,1
20190306,mobile,yahoo,New Visitor,1
20190307,desktop,(direct),New Visitor,1
20190308,desktop,(direct),New Visitor,1
20190309,desktop,bing,New Visitor,1
20190309,desktop,es.search.yahoo.com,New Visitor,1
20190310,desktop,(direct),New Visitor,2
20190310,mobile,(direct),New Visitor,1
20190310,mobile,yahoo,New Visitor,1
20190311,desktop,(direct),New Visitor,1
20190311,desktop,bing,New Visitor,1
20190311,mobile,(direct),New Visitor,1
20190313,desktop,(direct),New Visitor,1
20190314,desktop,(direct),New Visitor,1
20190314,desktop,es.search.yahoo.com,New Visitor,1
20190315,desktop,(direct),New Visitor,3
20190315,desktop,bing,New Visitor,1
20190317,desktop,(direct),New Visitor,1
20190317,mobile,(direct),New Visitor,3
20190318,desktop,(direct),New Visitor,1
20190319,desktop,(direct),New Visitor,1
20190319,desktop,es.search.yahoo.com,New Visitor,1
20190320,mobile,m.facebook.com,New Visitor,1
20190325,desktop,(direct),New Visitor,1
20190325,desktop,bing,New Visitor,1
20190325,desktop,bing,Returning Visitor,1
20190326,desktop,(direct),New Visitor,4
20190327,desktop,es.answersite.com,New Visitor,1
20190327,mobile,qwant.com,New Visitor,2
20190327,mobile,qwant.com,Returning Visitor,1
20190329,desktop,(direct),New Visitor,2
20190330,desktop,es.search.yahoo.com,Returning Visitor,1
20190401,desktop,(direct),New Visitor,1
20190401,desktop,(direct),Returning Visitor,1
20190401,desktop,es.answersite.com,Returning Visitor,1
20190402,desktop,(direct),New Visitor,2
20190403,desktop,duckduckgo,New Visitor,1
20190403,desktop,ecosia.org,New Visitor,1
20190404,desktop,(direct),New Visitor,1
20190405,desktop,(direct),New Visitor,1
20190405,desktop,es.search.yahoo.com,New Visitor,1
20190405,desktop,uk.search.yahoo.com,New Visitor,1
20190408,desktop,(direct),New Visitor,2
20190408,desktop,duckduckgo,New Visitor,1
20190408,mobile,bing,New Visitor,1
20190408,mobile,duckduckgo,New Visitor,1
20190411,mobile,(direct),New Visitor,1
20190412,desktop,(direct),New Visitor,1
20190413,desktop,bing,New Visitor,1
20190414,mobile,(direct),New Visitor,1
20190415,desktop,bing,New Visitor,2
20190415,mobile,(direct),New Visitor,1
20190415,mobile,(direct),Returning Visitor,1
20190416,desktop,(direct),New Visitor,2
20190416,desktop,ecosia.org,New Visitor,1
20190416,mobile,l.facebook.com,New Visitor,1
20190418,mobile,(direct),Returning Visitor,2
20191115,desktop,(direct),New Visitor,1
